date,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
2021-04-15,11.6,6.3,313,18.3,1454,0,0,0,0,0,0,8.5,290,1639,4.7,270,1654,2.1,1774,270,3.9,31,1349,62.3,8.1,1007.9,1021.5,1007,1015.3,1802,1018.2,13.2,11.1,1200,3.45,24.78,0,0,0,0,0,4.9,1.4,14.9,0.4,14,13.2,12.9,13,13,12.6,12.1,11.8,13.5,4.2,6,0,이상없음,0
2021-04-16,11.3,8.1,2400,14.8,1602,0,1113,0.7,1057,3.5,0.7,10.9,180,1719,5.7,200,1003,2.6,2274,200,3.3,35,1814,60,8,1005.6,1018.1,2340,1014.2,634,1015.9,13.2,3.7,1400,2.18,8.59,0,0,0,0,0,6.9,4,12.6,0.9,13.3,12.8,13,13.3,13.4,12.6,12.2,11.9,13.5,1.9,2.7,0.7,비,0
2021-04-17,9.6,6,611,14.6,1527,0,0,0,0,1.58,0,12.5,180,1242,7.1,290,1602,2.6,2221,230,1.1,33,1536,56.6,6.7,1004.3,1018.1,15,1011.7,1540,1014.7,13.2,3.5,1400,2.67,13.62,0,0,0,0,0,3.8,1.9,12.2,0.3,12.1,11.5,11.8,12.4,12.9,12.7,12.2,11.9,13.5,2.8,4,0,황사,0
2021-04-18,9.9,5.6,607,15.3,1602,0,0,0,0,0,0,10.9,320,1355,5.7,250,1336,3.2,2722,250,3.1,39,1336,64.3,7.7,1005.9,1018,1006,1014.4,1545,1016.3,13.3,11.9,1300,3.47,26.94,0,0,0,0,0,0.9,0.9,14,-0.1,12.7,11.9,11.8,12.1,12.5,12.6,12.3,12,13.5,3.9,5.5,0,이상없음,0
2021-04-19,12.2,5.8,542,19.4,1440,0,0,0,0,0,0,8.8,180,1335,4.9,200,1642,2.4,2093,200,5.4,44,1409,65.3,9,1006.9,1019.1,2338,1015.1,1557,1017.2,13.3,12.1,1200,3.41,26.18,0,0,0,0,0,0,0,15.6,-1.3,14.1,13.2,12.8,12.8,12.7,12.6,12.4,12,13.5,4.2,6,0,이상없음,0
2021-04-20,14.8,8.1,614,22,1552,0,0,0,0,0,0,7.3,290,1811,4.5,270,1711,1.9,1626,270,4.8,27,1826,55.1,8.7,1010.6,1022.3,2359,1018.9,1604,1020.8,13.4,11,1200,3.32,24.8,0,0,0,0,0,2.9,0,17.3,0.6,15.5,14.6,14.1,13.7,13.3,12.6,12.4,12.1,13.5,4.5,6.5,0,박무,0
2021-04-21,19.1,10.3,601,28.2,1601,0,0,0,0,0,0,7,250,2055,4.3,250,2102,1.8,1580,270,5.4,21,1645,43.1,9,1011.1,1023.4,841,1017.7,1725,1021.2,13.4,11.1,1200,3.35,25.12,0,0,0,0,0,3.9,0,19.8,3.3,17,15.9,15.2,14.6,13.9,12.7,12.4,12.1,13.5,5.9,8.4,0,이상없음,0
2021-04-22,20.9,16.1,251,27.5,1356,0,0,0,0,0,0,10,320,2218,5,50,942,2.5,2199,50,5.5,22,1348,37.9,9.1,1008.5,1021.9,109,1015.7,1543,1018.5,13.4,2.6,1300,2.67,15.7,0,0,0,0,0,8.9,6.5,20.1,12.4,18.5,17.5,16.7,15.9,14.8,12.9,12.5,12.2,13.4,4.7,6.7,0,이상없음,0
2021-04-23,19,17,703,21.7,1350,0,0,0,0,4,0,11.3,50,1045,6.9,50,1412,3.2,2732,50,5.2,29,1210,41.4,8.9,1009.1,1020.6,645,1017.3,110,1019.2,13.5,0.3,1000,1.38,8.36,0,0,0,0,0,9.6,4.8,17.1,13.5,17.7,17,16.6,16.3,15.4,13.2,12.6,12.2,13.4,3.9,5.6,0,비,0
2021-04-24,18.3,15.3,637,22.2,1540,0,0,0,0,0.67,0,8.2,50,259,5.2,340,1431,2.7,2297,50,4.9,23,1205,43,8.8,1009.5,1021.7,955,1017.8,1917,1019.6,13.5,1.6,1200,1.93,13.65,0,0,0,0,0,6.8,5.5,17.7,7.7,17.3,16.6,16.2,15.9,15.3,13.5,12.7,12.2,13.4,3.7,5.2,0,비,0
2021-04-25,18.2,12.6,500,24,1645,0,0,0,0,0,0,11.3,70,735,5.6,50,748,2.7,2375,50,6.9,31,1502,50,10,1009.1,1020.7,912,1017.1,1700,1019.1,13.6,11.5,1200,3.49,27.12,0,0,0,0,0,1.1,0.4,21.4,5.7,18.1,17.1,16.4,16,15.3,13.7,12.9,12.3,13.4,5.5,7.9,0,이상없음,0
2021-04-26,16.2,12.3,614,20.6,1408,0,0,0,0,0,0,8.5,200,1310,4.6,290,1651,2.6,2247,110,5.9,27,928,51.8,9.6,1010.6,1022.7,844,1019.1,1739,1020.8,13.6,9.2,1200,3.12,21.57,0,0,0,0,0,4.5,2.8,20.1,6.8,18.1,17.3,16.9,16.5,15.8,13.9,13,12.3,13.4,3.5,5.1,0,이상없음,0
2021-04-27,15.4,12.5,430,20,1427,2,2356,5.8,2331,4,1.7,9,200,2304,5,230,1835,2.3,2013,200,7.7,38,1520,62.4,10.6,1007.5,1020.8,1,1015.4,1456,1017.6,13.6,0.5,1300,1.81,10.37,0,0,0,0,0,9.4,5.4,17.3,5.2,17.4,16.7,16.5,16.4,15.9,14.1,13.1,12.4,13.4,2.5,3.6,6.4,비,0
2021-04-28,14.5,11.2,602,18.2,1419,1,9,4.7,1,1.33,4.7,9.7,180,49,4.8,230,57,2.4,2059,200,7.1,35,1842,64.1,10.3,1005.8,1017.8,753,1014,2357,1016,13.6,2.2,1100,2.3,16.09,0,0,0,0,0,7.9,2.5,16.3,8.7,17.1,16.4,16.2,16.1,15.7,14.2,13.3,12.4,13.4,2.8,4,0,비,0
2021-04-29,14.6,10.9,538,20.1,1609,1,2355,4.3,2313,4.33,3.9,11,180,2232,6.4,200,2235,2.3,1966,50,4.8,30,1718,54.1,8.6,995.8,1014,1,1002.6,2122,1005.9,13.7,4.4,1300,3.08,15.99,0,0,0,0,0,7.6,5.9,16.9,6.7,16.4,15.6,15.5,15.7,15.6,14.3,13.4,12.4,13.4,3.3,4.6,30.2,비,0
2021-04-30,11.3,8.6,414,14.6,1227,1,332,8.9,245,9.75,26.3,8.5,160,1445,5.2,200,1449,2.4,2077,200,8.1,63,1228,81.8,10.8,994.3,1008.2,2142,999.3,230,1004.5,13.7,1.1,1000,2.05,9.45,0,0,0,0,0,9.5,7.3,12.8,7.1,14.8,14.5,14.8,15.2,15.3,14.4,13.6,12.5,13.4,1.6,2.3,0.3,비,0
2021-05-01,10.2,8.5,2326,15.3,1256,1,1424,5.3,1419,11.67,8,10.3,290,1418,6.3,320,1425,2.7,2360,270,6.8,47,1258,80.8,9.9,995.6,1010.3,2346,1003.6,556,1005.8,13.8,1.2,1200,2.81,11.89,0,0,0,0,0,9.4,5.9,12.4,7.4,14.5,14,14.1,14.5,14.8,14.4,13.7,12.5,13.4,1.8,2.6,9.4,박무,0
2021-05-02,12.4,7.3,602,18.7,1436,0,110,1.2,24,2.5,1.7,9.3,290,1720,5.3,270,1740,3.1,2720,270,6,41,1731,67.9,9.4,1006.2,1019.9,2345,1010.3,1,1016.5,13.8,10.8,1200,3.56,27.71,0,0,0,0,0,2.6,2,16.8,5.4,15.2,14.4,14.1,14.3,14.4,14.4,13.7,12.6,13.4,4.5,6.4,0,비,0
2021-05-03,14.1,8.4,555,20.3,1520,0,0,0,0,0,0,8.6,270,1559,4.9,200,1348,2.1,1847,200,4.6,27,1613,56.4,8.5,1007.6,1020.4,814,1015.1,1815,1017.8,13.8,11.6,1200,3.55,27.7,0,0,0,0,0,3.8,0,17.3,4,16.5,15.6,15.2,15,14.8,14.3,13.8,12.6,13.4,4.9,7,0.2,이상없음,0
2021-05-04,13.8,11.4,300,15.8,1915,1,1446,5.1,1436,16.25,19.6,9.3,290,2346,4.8,290,2149,2.1,1796,50,10.7,53,3,82.6,13.2,999.3,1017.3,9,1003.7,2214,1009.5,13.9,0,1200,0.87,3.68,0,0,0,0,0,9.6,6.6,13.5,7.8,15.5,15,15.1,15.3,15.3,14.4,13.8,12.7,13.4,1,1.4,19.5,비,1.37
2021-05-05,13.9,10.3,620,18.4,1509,0,0,0.4,-2331,0.5,0.1,13.1,270,1417,6.7,250,1544,3.5,3003,250,6.4,29,1634,64.4,9.8,1002.3,1018.4,2346,1004.5,20,1012.5,13.9,11.5,1200,3.62,28.34,0,0,0,0,0,2.6,2.3,17.6,4.4,16.9,16,15.5,15.3,15,14.4,13.9,12.7,13.4,4.7,6.7,0,박무,0
2021-05-06,15.7,7.9,538,23.1,1420,0,0,0,0,0,0,11.8,230,1612,6.5,230,1620,2.4,2081,50,3.3,27,1743,46.4,7.8,1005.1,1018.6,612,1011.5,2359,1015.3,13.9,10.6,1200,3.32,23.81,0,0,0,0,0,4.8,0.6,16.8,2.9,16.7,15.9,15.6,15.6,15.4,14.5,14,12.8,13.4,4.9,7,0,햇무리,0
2021-05-07,14.4,10.7,2357,17.2,1505,5,942,8.8,915,1.5,8.8,12.6,200,1418,6.7,230,1352,3.4,2923,230,6.5,38,1,60.3,9.8,996,1011.5,1,1003.3,904,1006.1,13.9,5.9,1200,3.34,17.12,0,0,0,0,0,3.1,3.1,15.5,7.7,16.7,16,15.7,15.8,15.6,14.6,14,12.8,13.4,3.1,4.5,8.8,비,0
2021-05-08,14.3,8.9,547,21,1437,0,0,0,0,0,0,15.4,180,1600,8.4,200,1557,3.4,2913,250,7.5,36,1509,66.1,10.4,994.4,1008.4,18,999.2,1611,1004.4,14,8.9,1200,3.26,23.01,0,0,0,0,0,1.1,0.6,16.9,5.4,16.7,15.9,15.6,15.6,15.5,14.7,14.1,12.9,13.4,4.4,6.3,0,박무,0
2021-05-09,15.7,10,513,21.8,1551,0,0,0,0,0,0,14.3,270,1357,7.9,270,1037,3.5,3019,270,4.6,25,1609,51.3,8.5,999.3,1011.8,2318,1006.5,1,1009.4,14,13,1200,3.72,30.44,0,0,0,0,0,0.3,0,18.2,5.2,17.1,16.3,16,15.9,15.7,14.7,14.2,12.9,13.4,6.2,8.9,0,황사,0
2021-05-10,13.2,11.7,230,14.6,1716,0,0,0,0,3.08,0,6.7,200,507,4,200,513,1.8,1547,50,7.4,59,12,67.9,10.3,1003.2,1015,845,1010.4,219,1013.4,14,0,1500,0.61,4.69,0,0,0,0,0,8.6,6.9,13.5,4.7,15.7,15.3,15.5,15.9,16,14.8,14.2,13,13.4,1.5,2.2,0,비,0
2021-05-11,18.5,9.4,414,25.7,1514,0,0,0,0,0,0,10.5,140,2150,5,110,1704,2.7,2362,110,6.2,28,1337,48.9,9.5,1003.1,1014.9,147,1010.8,1615,1013.1,14.1,13.2,1200,3.44,27.17,0,0,0,0,0,6,0.1,18.7,4.6,17.1,16.2,15.5,15.4,15.3,14.9,14.3,13,13.4,6.6,9.5,0,이상없음,0
2021-05-12,22,16.9,529,27.7,1626,0,0,0,0,0,0,6.9,50,819,3.7,50,824,2.2,1860,70,7.1,26,1255,39.5,10.3,1001.9,1013.8,632,1008.9,1715,1011.8,14.1,11,1200,3.52,26.51,0,0,0,0,0,4.5,2.5,21.7,11.6,19.9,18.7,17.8,17,16.1,14.9,14.4,13.1,13.4,5.9,8.5,0,채운,0
2021-05-13,22.9,16.6,542,29.6,1459,0,0,0,0,0,0,7.2,200,1556,4.2,250,1807,1.9,1642,250,12.7,36,1418,54.4,14.8,1001.1,1012.6,813,1009,1701,1011,14.1,12.8,1200,3.39,27.3,0,0,0,0,0,0,0,24.6,11,21.6,20.5,19.5,18.5,17.1,15,14.4,13.1,13.4,5.3,7.6,0,이상없음,0
2021-05-14,24.1,18,558,30.8,1541,0,0,0,0,0,0,7.4,250,1806,4.3,250,1811,1.7,1497,50,15.4,35,1552,60.3,17.5,1000.7,1013.2,757,1008.5,1743,1010.5,14.2,10.8,1200,3.43,24.38,0,0,0,0,0,7.1,0.8,25.2,12.1,22.9,21.8,20.8,19.7,18.1,15.4,14.5,13.1,13.4,5.2,7.4,0,햇무리,0
2021-05-15,22.1,20.8,1911,26.2,1204,2,1338,5.8,1302,14,15,6.1,110,1110,3.6,110,1048,1.7,1432,50,18,56,1148,79.5,20.8,996.4,1009.3,241,1003.9,1810,1006.2,14.2,0.5,1100,2.29,9.42,0,0,0,0,0,9.8,5.6,22.9,17.7,22.7,21.9,21.3,20.5,19,15.7,14.6,13.2,13.4,1.6,2.3,33.1,비,0
2021-05-16,18.4,14.8,2345,20.8,1,2,1912,11.3,1853,24,66.9,8.9,50,1730,4.4,180,724,2.5,2164,50,17.9,94,1331,97.6,20.7,991.1,1004.3,1,999,1627,1001,14.2,0,1300,0.53,3.05,0,0,0,0,0,10,8.1,19.6,14.1,21,20.5,20.3,20.2,19.2,16.2,14.8,13.2,13.4,0.7,1,49.1,비,0
2021-05-17,15.3,14.2,442,16.7,1815,0,1118,1.7,1115,13.83,3.1,5.3,50,2,3.1,50,2,1.6,1362,50,14.1,86,1919,93,16.1,997,1010.5,2335,1002.7,12,1007,14.3,0,1000,0.6,5.21,0,0,0,0,0,9,6.6,17.4,10.9,18.9,18.4,18.6,18.9,19.1,17.1,15.6,13.4,13.4,0.9,1.3,2.8,비,0
2021-05-18,17.9,13.6,403,24.5,1611,0,0,0,0,0,0,7.3,250,1659,4.5,270,1702,1.7,1509,270,11.8,45,2002,70.5,14.1,1000.5,1012.1,817,1008.7,1620,1010.5,14.3,8.4,1100,3.74,24.12,0,0,0,0,0,4.4,1.9,20.2,9.2,20.3,19.4,18.7,18.5,18.3,17.2,15.9,13.6,13.4,4.4,6.3,0,박무,0
2021-05-19,19.9,12.4,557,26.6,1503,0,0,0,0,0,0,7.4,250,1539,4.4,250,1525,1.8,1553,270,9.1,31,1422,52.3,11.6,1001.8,1012.9,703,1009.8,1832,1011.7,14.3,13.2,1200,3.66,29.93,0,0,0,0,0,2.6,0,22.3,7.1,21.1,20.2,19.6,19.3,18.6,17.1,16,13.6,13.4,5.8,8.3,0,이상없음,0
2021-05-20,18.7,15.6,2335,22.9,1252,0,2011,0.5,2219,11.15,0.9,13,110,1629,6.2,90,1610,2.5,2135,50,10.3,42,1331,59.8,12.6,995.2,1011.6,1,1000.3,1848,1005.1,14.3,0,1100,1.19,6.8,0,0,0,0,0,9.9,4.9,17.9,11,20.1,19.6,19.6,19.5,19.1,17.2,16,13.6,13.4,2.2,3.2,5.8,비,0
2021-05-21,16,14.2,637,18.2,1820,1,1444,2,1401,15.17,6.9,7.1,50,12,4.2,50,49,1.7,1503,290,13.6,73,1841,86.5,15.6,995.9,1010,2320,1000.7,253,1005.9,14.4,0.9,1100,0.99,7.35,0,0,0,0,0,9.5,6.5,17.4,13.3,19,18.4,18.4,18.6,18.6,17.3,16.1,13.6,13.5,1.5,2.2,2.2,박무,0
2021-05-22,18.6,13.8,531,23.8,1309,0,0,0.2,0,0.92,0.2,9.5,250,1505,6.2,270,1506,2.5,2161,250,12.3,43,1530,69.3,14.3,1000.8,1012,2245,1008.9,1654,1010.7,14.4,12.7,1200,3.48,28.69,0,0,0,0,0,1.5,1.5,21.8,9.3,20.6,19.5,18.9,18.6,18.2,17.3,16.1,13.6,13.5,5.2,7.4,0,비,0
2021-05-23,19.5,14.3,521,25.1,1328,0,0,0,0,0,0,7.9,270,2024,4.8,270,2028,1.7,1461,270,12.2,46,1319,64.4,14.2,1000.8,1013,621,1008.6,1749,1010.8,14.4,6,1200,2.89,19.28,0,0,0,0,0,6.9,2,21,9.1,21,20.3,19.8,19.5,18.8,17.2,16.2,13.7,13.5,3.7,5.3,0,박무,0
2021-05-24,19.4,16.4,536,24.5,1525,0,0,0,0,0,0,9.2,270,1655,5.6,270,1441,2.7,2331,250,11.1,28,1558,61,13.3,997.9,1009.5,1,1005.8,1629,1007.8,14.4,9.1,1200,3.57,26.9,0,0,0,0,0,3.3,2,22.8,12.4,21.8,20.9,20.4,19.9,19.1,17.3,16.2,13.7,13.5,5.2,7.5,8.2,황사,0
2021-05-25,15.3,11.9,854,19.3,1632,2,557,5.4,534,4.58,8.3,12.8,270,1450,7.4,250,1426,3.2,2763,250,10,37,1912,72.3,12.3,997,1010.2,2337,1005.2,950,1007,14.5,6.4,1500,2.76,19.29,0,0,0,0,0,5.3,4.9,17.9,7.5,20.1,19.6,19.8,19.9,19.5,17.5,16.3,13.8,13.5,3.5,5,0.1,황사,0
2021-05-26,18,11.5,513,23,1513,0,0,0,0,0.67,0,13.1,200,1451,6.5,200,1518,2.9,2463,200,8.9,31,1504,58.5,11.4,997.4,1010.9,40,1004.5,1844,1007.3,14.5,5.3,1000,3.01,17.95,0,0,0,0,0,7.6,3,18.8,6.6,19.5,18.9,18.8,19,19,17.6,16.4,13.8,13.5,4.1,5.8,7.9,비,0
2021-05-27,15.8,13.9,2301,18.7,1611,2,726,6.5,642,5.92,8.9,9.1,180,1644,5.2,230,1205,2.8,2457,200,12.8,52,1,83,14.8,991.6,1005.2,2334,999.3,1112,1001.6,14.5,0.5,1500,1.38,5.08,0,0,0,0,0,6.5,5.9,16.4,9,18.5,18,18.3,18.7,18.8,17.7,16.5,13.9,13.5,1,1.4,12.8,비,0
2021-05-28,15.3,12.4,844,19.7,1556,1,505,4.7,502,7.83,12.3,10.2,250,1748,5,230,1728,2.6,2266,250,12.8,66,1648,86,14.8,990.6,1006.4,542,996.6,1755,1000.6,14.5,1.9,1400,2.86,11.26,0,0,0,0,0,8.6,7.6,17.4,7.9,17.9,17.2,17.2,17.7,18.1,17.6,16.6,13.9,13.5,2.3,3.3,0.5,비,0
2021-05-29,15.4,12.8,2353,19.1,1017,0,0,0.2,0,8.42,0.3,7.3,230,9,3.7,250,49,2.2,1867,50,11.7,59,1252,79.8,13.8,996.7,1010,2239,1001.5,1,1006.7,14.5,3.9,900,2.17,10.45,0,0,0,0,0,5.1,3,18.1,9.5,18,17.4,17.5,17.8,17.9,17.5,16.6,14,13.5,1.8,2.6,0.3,비,0
2021-05-30,18.4,10.8,540,26.3,1603,4,2249,11.3,2249,4,18.1,16,270,1923,7.6,270,1931,2.1,1822,50,12.5,37,1614,73,14.6,998.9,1010.7,606,1006.2,1646,1008.9,14.6,11.6,1200,3.72,29.45,0,0,0,0,0,3.9,1.6,21.9,7.8,19.6,18.6,18,17.8,17.6,17.4,16.6,14,13.5,4.7,6.7,22.1,박무,0
2021-05-31,19.9,16.5,417,23.8,1725,3,-2358,4.7,-2349,2.5,4,5.7,20,1619,3.5,50,1624,1.8,1587,50,15.9,63,1730,78.9,18,1001.1,1012.8,2346,1009.4,148,1011,14.6,2,1500,1.76,12.52,0,0,0,0,0,7.4,7,21.1,14.5,20.9,20.1,19.7,19.3,18.7,17.4,16.6,14.1,13.6,2.5,3.5,3.2,비,0
2021-06-01,20.2,15.9,811,23.9,1311,1,754,2.3,712,4.42,3.2,9,290,527,5.4,320,533,2.2,1863,50,15.4,57,1322,74.6,17.5,1003.9,1016.5,710,1011.5,221,1013.8,14.6,1.9,1000,2.03,13.01,0,0,0,0,0,8.1,2.1,21.1,13.9,21.2,20.5,20.1,19.7,19,17.5,16.8,14.2,13.6,2.7,3.9,0,비,0
2021-06-02,23.2,16.6,453,29.7,1531,0,0,0,0,0,0,8.2,290,1827,4.5,290,1718,2.1,1842,50,15.3,37,1506,64.4,17.4,1002.6,1014.9,617,1009.8,1711,1012.4,14.6,11.9,1200,3.21,26.82,0,0,0,0,0,3.4,1.1,25,12.6,22.9,21.9,20.9,20.3,19.3,17.7,16.8,14.3,13.6,5.4,7.7,0,박무,0
2021-06-03,19.1,14.6,2335,22.7,1143,2,2024,5.1,1944,12.17,18.1,14.3,340,2039,7.5,320,2041,1.8,1526,270,15.6,59,1045,80.8,17.8,994.3,1011,6,1000.5,1935,1004.2,14.6,0.2,700,0.78,5.11,0,0,0,0,0,9.6,5.8,20.4,12.9,21.9,21.3,21.2,21,20.2,17.9,16.9,14.3,13.6,1.3,1.8,18.1,비,0
2021-06-04,18.5,13.3,419,23.6,1530,0,0,0,0,0,0,10.4,230,1555,6,200,1556,2.9,2473,200,12.1,38,1555,69.4,14.1,991.7,1002.6,122,1000.5,1519,1001.6,14.6,10.9,1200,3.65,29.01,0,0,0,0,0,2.6,2.1,22.7,8.8,21.7,20.8,20.3,20.2,19.7,18.1,17,14.4,13.6,5.5,7.8,0,이상없음,0
2021-06-05,20.8,17,359,25.7,1524,0,0,0,0,0,0,9.9,200,1805,5.5,180,1757,3.3,2815,200,14.4,40,1624,68.1,16.5,991,1003.5,2252,999.1,1609,1000.8,14.7,8.4,1200,3.48,23.11,0,0,0,0,0,3,3,22.2,13.6,22.6,21.7,21.1,20.8,20.1,18.3,17.1,14.4,13.6,4.8,6.9,0,박무,0
2021-06-06,23,18.4,138,28.2,1529,0,0,0,0,0,0,7,230,240,3.8,200,249,2.2,1907,200,16.7,48,1539,69.6,19.1,996.7,1010.9,2301,1003.3,14,1006.4,14.7,8.3,1200,3.27,23.46,0,0,0,0,0,3.8,3.8,25,12.7,24,23,22.1,21.5,20.5,18.4,17.2,14.5,13.6,4.7,6.8,0,박무,0
2021-06-07,21.1,19.4,353,24,1734,0,0,0,0,3.58,0,6,110,1010,3.3,140,1011,1.7,1495,180,15.7,57,1711,71.5,17.8,1003.8,1015.2,2332,1010.4,7,1013.7,14.7,0.3,1600,0.93,7.02,0,0,0,0,0,7.8,5.1,21.1,14.5,22.8,22.2,22,21.9,21.1,18.6,17.3,14.6,13.7,1.8,2.6,0.1,비,0
2021-06-08,23.6,18.8,533,29.5,1539,0,0,0.1,0,0.92,0.1,6.6,290,1652,3.6,250,1630,1.7,1453,50,17.3,43,1547,69.6,19.9,1005.1,1016.2,720,1013.4,1754,1014.9,14.7,7.1,1000,2.9,21.25,0,0,0,0,0,5.4,1.4,25.4,15.3,23.9,22.8,22,21.6,20.7,18.5,17.7,14.2,13.7,4.1,5.8,0,비,0
2021-06-09,25.8,19.5,453,31.6,1525,0,0,0,0,0,0,5.7,90,1823,3.4,50,1824,1.6,1368,50,16.7,36,1323,59.1,19,1004.6,1016.3,1018,1012.3,1755,1014.3,14.7,9.9,1200,3.35,24.78,0,0,0,0,0,3.4,0.6,26.5,15.3,25.3,24.3,23.3,22.6,21.3,18.7,17.8,14.2,13.7,5.1,7.3,0,이상없음,0
2021-06-10,24.9,20.5,2349,29.8,1441,2,2318,5.1,2257,6.67,6.1,9,200,1456,5.4,200,1500,2.2,1919,50,18.3,43,1350,68.5,21.1,1000.8,1013.5,35,1007.9,2010,1010.6,14.7,1.3,1000,2.3,14.13,0,0,0,0,0,8.5,4.9,25.5,17.5,25.5,24.6,24,23.4,22.1,18.9,17.9,14.2,13.7,3.3,4.7,10.7,비,0
2021-06-11,21.5,19.9,50,24.4,1628,1,256,2.6,219,4.17,4.6,11.4,110,132,5.7,180,505,2.8,2460,230,18.7,70,1709,84.5,21.5,1000.1,1013.1,2243,1006.5,137,1009.9,14.7,1.8,1000,1.44,10.08,0,0,0,0,0,6.4,5.5,23.8,18.8,0,0,0,0,22.2,19.2,18.1,14.3,13.7,2.1,2.9,0,박무,0
2021-06-12,24.2,18.2,444,30.2,1514,0,0,0,0,0,0,6.3,340,1731,3.9,320,1732,1.8,1576,270,18.8,49,1819,74.6,21.8,1001.7,1014.2,716,1009.3,1852,1011.4,14.7,9.1,1200,3.42,26.92,0,0,0,0,0,5,2.5,27.3,13.8,25.1,24.1,23.3,22.8,21.9,19.3,18.2,14.3,13.8,5.2,7.4,0,박무,0
2021-06-13,24.8,20.9,513,29.7,1620,0,0,0,0,0,0,6.9,250,1500,4.3,250,1735,2,1756,250,19.3,54,1615,72.6,22.4,998.4,1010.8,309,1005.6,1610,1008.1,14.7,10.2,1200,3.39,26.48,0,0,0,0,0,3.5,0.5,27.9,16.6,26.5,25.6,24.8,24,22.6,19.5,18.4,14.4,13.8,5.2,7.4,0,햇무리,0
2021-06-14,24.8,18.9,609,30.2,1452,0,0,0,0,0,0,5.9,270,1521,4,250,2042,2.1,1792,250,18.3,50,1307,68.8,21,995.7,1007.6,615,1003.4,1758,1005.4,14.8,8.3,1000,2.86,22.29,0,0,0,0,0,6.8,0.4,27.8,16.6,26.5,25.7,25,24.4,23.1,19.7,18.5,14.4,13.8,4.1,5.9,0.5,박무,0
2021-06-15,22.5,21.5,523,25.3,1751,0,1057,0.9,1018,7.92,1.9,7.7,50,2235,3.9,50,1701,2.3,1997,50,18.6,68,1803,79.1,21.5,994.5,1005.2,2,1003,1643,1004.3,14.8,1.6,1700,1.37,7.61,0,0,0,0,0,7,4.4,23.3,18.5,25.1,24.6,24.5,24.3,23.4,20,18.7,14.5,13.8,2.5,3.5,1.4,비,0
2021-06-16,24.3,20.3,347,28.9,1622,0,0,0,0,0,0,11.5,50,955,5.7,50,1118,3.6,3120,50,15.7,46,1540,59.9,17.9,995.5,1007.2,2203,1003.8,224,1005.2,14.8,11.5,1200,3.23,27.3,0,0,0,0,0,2.5,1.3,27.3,16.9,25.1,24.3,23.8,23.5,22.9,20.2,18.8,14.5,13.8,5.9,8.4,0,이상없음,0
2021-06-17,21.9,19.6,439,25,1247,0,0,0,0,4.25,0,7.1,110,57,3.6,50,12,2.4,2072,50,16.3,58,1227,71.4,18.6,995.8,1007.7,701,1004.2,2336,1005.6,14.8,0.3,1200,2.01,9.59,0,0,0,0,0,9.4,4.5,23.4,17.7,24.4,23.8,23.8,23.7,23,20.3,19,14.6,13.9,2,2.9,5.2,비,0
2021-07-01,26.3,21.4,519,31,1525,0,0,0,0,0,0,6.8,360,1822,4.1,320,1645,1.8,1519,50,20.2,45,1338,70.9,23.7,996.8,1007.9,713,1004.8,1730,1006.5,14.7,8.2,1200,2.84,20.59,0,0,0,0,0,2.3,0.6,27.4,19.6,26.9,26,25.4,24.8,24,21.7,20.5,15.4,14.2,4,5.7,0,박무,0
2021-06-18,20,19,601,21.4,1711,0,620,1.7,553,12,6.3,7.2,200,500,3.8,200,1520,2.5,2166,200,18.6,82,1732,92.1,21.4,991.5,1004.3,2,999.8,1708,1001.3,14.8,0,1600,0.69,4.5,0,0,0,0,0,9.8,8.3,21.6,18.4,23.3,22.8,22.8,22.9,22.7,20.4,19.2,14.6,13.9,1.1,1.6,1.1,비,0
2021-06-19,22.3,17.5,550,27.4,1553,0,0,0,0,0,0,6.9,160,1200,3.7,270,1600,1.8,1518,270,17,49,1708,74,19.5,991.4,1002.2,2154,999.7,1527,1001.1,14.8,10.5,1300,3.49,26.47,0,0,0,0,0,4.1,3.4,26.1,12.9,24.8,23.8,23.1,22.7,22.2,20.4,19.3,14.7,13.9,5,7.1,0,박무,0
2021-06-20,22.9,17.6,520,29,1319,0,0,0,0,0,0,12.7,270,1408,6.8,230,1354,2.8,2428,230,17.5,48,1239,73.3,20,990.9,1002.4,2320,999,1233,1000.6,14.8,10.7,1200,3.06,25.87,0,0,0,0,0,3.1,2.8,26.9,12,25.2,24.4,23.9,23.5,22.6,20.4,19.4,14.8,13.9,4.9,7,0,박무,0
